date,user,name,text,retweet,favorite,location,Post
2022-04-05 06:21:08+00:00,Varroon,Varun,@anirbanganguly Is it Bangladesh,0,0,India,@anirbanganguly Is it Bangladesh
2022-04-05 06:20:48+00:00,WIONews,WION,"Bangladesh’s capital Dhaka tops the charts for excessive noise pollution leading to health concerns.

@eriknjoka br… https://t.co/9AODV1fna8",7,10,India,"Bangladesh’s capital Dhaka tops the charts for excessive noise pollution leading to health concerns.

@eriknjoka br… https://t.co/9AODV1fna8"
2022-04-05 06:19:40+00:00,haque_shahidul,MG Shahidul Haque(retd),"#US on #Bangladesh: ......, meet the needs of #Rohingya victims of #genocide, promote regional security through #UN… https://t.co/KrIDkRHQHr",0,0,"Dhaka, Bangladesh","#US on #Bangladesh: ......, meet the needs of #Rohingya victims of #genocide, promote regional security through #UN… https://t.co/KrIDkRHQHr"
2022-04-05 06:19:36+00:00,YouthClub_Jammu,Youth_Club J&K 🔁❤️,"BSF APPREHENDED FIVE (THREE WOMEN AND TWO CHILDREN), HANDED OVER TO THE BORDER GUARD BANGLADESH AS HUMANITY AND GOO… https://t.co/u0IYOQBe2S",0,0,"UT,J&K","BSF APPREHENDED FIVE (THREE WOMEN AND TWO CHILDREN), HANDED OVER TO THE BORDER GUARD BANGLADESH AS HUMANITY AND GOO… https://t.co/u0IYOQBe2S"
2022-04-05 06:19:36+00:00,ChopanSuraya,Suraya da,"https://t.co/f1UqQtbSMU is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldives,… https://t.co/Ccq5dqEAPB",0,0,,"https://t.co/f1UqQtbSMU is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldives,… https://t.co/Ccq5dqEAPB"
2022-04-05 06:19:35+00:00,IDF_BD,Integrated Development Forum-IDF,Hand Pumps installation work is going on at Kanchonpur union in Kushtia Sadar upazila under Kushtia district of Ban… https://t.co/SHhw7t1hlu,0,0,"Dhaka, Bangladesh",Hand Pumps installation work is going on at Kanchonpur union in Kushtia Sadar upazila under Kushtia district of Ban… https://t.co/SHhw7t1hlu
2022-04-05 06:19:12+00:00,BilMaaroof,شحطوش,"@Saddy40438643 @Aalyah05204381 Baby we're 40% of your Bharatvarsh's population.

You will lose India to Abrahamics… https://t.co/44gZss0jxY",0,0,,"@Saddy40438643 @Aalyah05204381 Baby we're 40% of your Bharatvarsh's population.

You will lose India to Abrahamics… https://t.co/44gZss0jxY"
2022-04-05 06:18:50+00:00,BUNTYPRATAPSIN1,BUNTY PRATAP SINGH,@MalikMujahid 1ST CONTROL PAKISTAN ECONOMY. THEN TALK ABOUT KASHMIR. OR YOU WILL LOSE BOLOCHISTAN LIKE EAST PAKISTA… https://t.co/1Sah9Q8bSt,0,0,,@MalikMujahid 1ST CONTROL PAKISTAN ECONOMY. THEN TALK ABOUT KASHMIR. OR YOU WILL LOSE BOLOCHISTAN LIKE EAST PAKISTA… https://t.co/1Sah9Q8bSt
2022-04-05 06:18:34+00:00,Fancricket12,Bharath Ramaraj,"@iSoumikSaheb PE is about bowling a tad fuller with the new ball compared to some other grounds in SA.

I'm sure th… https://t.co/BFu8l6v9PO",0,1,Bangalore,"@iSoumikSaheb PE is about bowling a tad fuller with the new ball compared to some other grounds in SA.

I'm sure th… https://t.co/BFu8l6v9PO"
2022-04-05 06:17:30+00:00,NEELAM_CH92,NEELAM CHOUDHARY,"With the initiative of BSF, daughters living in Bangladesh are lucky again to have the last darshan of the mother,… https://t.co/exs7fWciyy",0,1,"Haryana, India","With the initiative of BSF, daughters living in Bangladesh are lucky again to have the last darshan of the mother,… https://t.co/exs7fWciyy"
2022-04-05 06:17:03+00:00,ZumZum35736364,Zum Zum,"https://t.co/1GTHXESdxd is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldives,… https://t.co/ps4SB4yWtC",0,0,,"https://t.co/1GTHXESdxd is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldives,… https://t.co/ps4SB4yWtC"
2022-04-05 06:16:50+00:00,MDMASUDRANA7748,MD MASUD RANA 吴忧,Do you want to extend a helping hand to the helpless and poor people?Then contact our Foundation without further ad… https://t.co/XVkeXItk61,0,0,Huangshan University,Do you want to extend a helping hand to the helpless and poor people?Then contact our Foundation without further ad… https://t.co/XVkeXItk61
2022-04-05 06:15:29+00:00,RezveeMunni,Rezvee Sultana,@TIME Meanwhile India &amp; Bangladesh https://t.co/S8fkyYtcuE,0,0,"Dhaka, Bangladesh",@TIME Meanwhile India &amp; Bangladesh https://t.co/S8fkyYtcuE
2022-04-05 06:15:26+00:00,krporeddy,Kishore Poreddy,"Tributes to Freedom Fighter, Social Reformer, Member of the Constituent Assembly, Youngest Minister in Free India's… https://t.co/KvmVMgrcnW",5,23,,"Tributes to Freedom Fighter, Social Reformer, Member of the Constituent Assembly, Youngest Minister in Free India's… https://t.co/KvmVMgrcnW"
2022-04-05 06:15:12+00:00,FRODGAMING2,FROD GAMING,"@RVCJ_FB Had the umpiring been good, Bangladesh world have won the maiden test series..... 
LOL joke of the day....… https://t.co/sZrexGoNZw",0,0,,"@RVCJ_FB Had the umpiring been good, Bangladesh world have won the maiden test series..... 
LOL joke of the day....… https://t.co/sZrexGoNZw"
2022-04-05 06:15:11+00:00,sportstigerapp,SportsTiger,Bangladesh Cricket Board is set to lodge an official complaint to ICC for South Africa's ‘deplorable act’ in the fi… https://t.co/tSPEEWLRBu,0,2,"Jaipur, Rajasthan",Bangladesh Cricket Board is set to lodge an official complaint to ICC for South Africa's ‘deplorable act’ in the fi… https://t.co/tSPEEWLRBu
2022-04-05 06:14:53+00:00,HabibRe41302375,Habib Rehman,@faiz_haq @NajamAli2020 For our general knowledge we should do a little comparison of Petrol Rates in equiv Indian… https://t.co/FJgS2Us6YH,0,0,,@faiz_haq @NajamAli2020 For our general knowledge we should do a little comparison of Petrol Rates in equiv Indian… https://t.co/FJgS2Us6YH
2022-04-05 06:14:40+00:00,iSoumikSaheb,বাংলার ছেলে 🇧🇩,@Fancricket12 Bangladesh Blamed Teams Poor Understanding Of Local Condition In 2017 Regarding Toss And Said They Ha… https://t.co/cMrR3SXnMi,0,1,"Dhaka, Bangladesh",@Fancricket12 Bangladesh Blamed Teams Poor Understanding Of Local Condition In 2017 Regarding Toss And Said They Ha… https://t.co/cMrR3SXnMi
2022-04-05 06:14:27+00:00,HabibRe41302375,Habib Rehman,@NajamAli2020 For our general knowledge we should do a little comparison of Petrol Rates in equiv Indian Rupees as… https://t.co/9TzjybRJFQ,0,0,,@NajamAli2020 For our general knowledge we should do a little comparison of Petrol Rates in equiv Indian Rupees as… https://t.co/9TzjybRJFQ
2022-04-05 06:14:26+00:00,AsifLon12825561,Asif Lone,"https://t.co/bYSjn9irpR

It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldi… https://t.co/0zJED7PsCa",0,0,,"https://t.co/bYSjn9irpR

It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldi… https://t.co/0zJED7PsCa"
2022-04-05 06:13:54+00:00,AshishT33048692,Ashish Tiwari,@AdvaitaKala The same narrative wqs build in bangladesh while they attacked hindu idols. It is a planned strategy,0,0,India,@AdvaitaKala The same narrative wqs build in bangladesh while they attacked hindu idols. It is a planned strategy
2022-04-05 06:13:54+00:00,Sima_Thapa_1,Sima Thapa,"#BreakTheBias 
BSF #GoodWillGesture wins hearts, #HumanityFirst Bangladesh sisters allowed to pay last respects to… https://t.co/JJyuKJIlFp",0,0,"Siliguri, West Bengal","#BreakTheBias 
BSF #GoodWillGesture wins hearts, #HumanityFirst Bangladesh sisters allowed to pay last respects to… https://t.co/JJyuKJIlFp"
2022-04-05 06:13:53+00:00,LutforR46199047,Lutfor Rahman,@drfaizakhan8 @Drsairakhan12 @Huma8901 @minahil790 @dr_mairakhan @maheen690 @Mehreen693 @riya760 @iamiqra12 Hi I m… https://t.co/UFSK4SCpsD,0,0,"Dhaka, Bangladesh",@drfaizakhan8 @Drsairakhan12 @Huma8901 @minahil790 @dr_mairakhan @maheen690 @Mehreen693 @riya760 @iamiqra12 Hi I m… https://t.co/UFSK4SCpsD
2022-04-05 06:13:36+00:00,bangali2nup2,Ekhon Aro Gorom,@SujoyNMitra Yeah. See the detail is none of these NE states will ever seal the border. They will always try to str… https://t.co/FVAAEDhzfP,0,1,,@SujoyNMitra Yeah. See the detail is none of these NE states will ever seal the border. They will always try to str… https://t.co/FVAAEDhzfP
2022-04-05 06:13:32+00:00,Yousuf_emon101,Yousuf Ahmed 🇧🇩🇸🇦🇵🇸🇹🇷,"@DefenseDtb Bangladesh shouldn’t involve in US/China game. It'll hamper un in long run.Pakistan,Turkey have experie… https://t.co/qykG0rzEJD",0,3,"Noakhali, Bangladesh","@DefenseDtb Bangladesh shouldn’t involve in US/China game. It'll hamper un in long run.Pakistan,Turkey have experie… https://t.co/qykG0rzEJD"
2022-04-05 06:13:28+00:00,IDPEducationBD,IDP Education Bangladesh,"Let's hear it from AKM Arifur Rahman who is from Sylhet, Bangladesh. We are wishing Arifur all the best for his fut… https://t.co/PCkaL8Gxgn",0,0,Bangladesh,"Let's hear it from AKM Arifur Rahman who is from Sylhet, Bangladesh. We are wishing Arifur all the best for his fut… https://t.co/PCkaL8Gxgn"
2022-04-05 06:13:19+00:00,vishwasknows,ĒST,@goatatund318 @WinterfellViz Man scored 282 in that tournament and 100 out of 182 came in a statpad vs Bangladesh i… https://t.co/wWrHSXpA0i,0,1,,@goatatund318 @WinterfellViz Man scored 282 in that tournament and 100 out of 182 came in a statpad vs Bangladesh i… https://t.co/wWrHSXpA0i
2022-04-05 06:13:09+00:00,unbnewsroom,UNB - United News of Bangladesh,"Now, Sylhet inspector suspended over FB status update on ‘teep protest’  
#Sylhet  #teepprotest  #FB 
https://t.co/OQ7UgEixEh",0,1,"Dhaka, Bangladesh","Now, Sylhet inspector suspended over FB status update on ‘teep protest’  
#Sylhet  #teepprotest  #FB 
https://t.co/OQ7UgEixEh"
2022-04-05 06:12:35+00:00,Libertariansod,freedom_whistles,How America Facilitated a Genocide in Bangladesh https://t.co/s0zxiqViiC via @YouTube,0,0,,How America Facilitated a Genocide in Bangladesh https://t.co/s0zxiqViiC via @YouTube
2022-04-05 06:12:32+00:00,fx_tanvir,TANVIR FX BD,@dr_mairakhan @mehreen2022 @Mehreen693 @dr_saniakhan @Drsairakhan12 @drfaizakhan8 @iamiqra12 @Huma8901 From Bangladesh,0,0,,@dr_mairakhan @mehreen2022 @Mehreen693 @dr_saniakhan @Drsairakhan12 @drfaizakhan8 @iamiqra12 @Huma8901 From Bangladesh
2022-04-05 06:12:05+00:00,Hindustan_Meri1,HINDUSTAN MERI JAAN,BSF Apprehended Three women and two child were handed over to the Border Guard Bangladesh due to humanity as well a… https://t.co/mBmZKkoEbD,3,2,"Delhi, India",BSF Apprehended Three women and two child were handed over to the Border Guard Bangladesh due to humanity as well a… https://t.co/mBmZKkoEbD
2022-04-05 06:12:00+00:00,sasecprogram,SASEC,"New ADB Partnership with Bangladesh to Boost Competitiveness, Green Growth, and Social Inclusion https://t.co/9aB4JRU82J",0,0,ADB Headquarters,"New ADB Partnership with Bangladesh to Boost Competitiveness, Green Growth, and Social Inclusion https://t.co/9aB4JRU82J"
2022-04-05 06:11:31+00:00,NewsNCR2,News NCR,"SA vs BAN: Bangladesh shocked by the defeat in Durban! Questions raised on umpiring and sledging, preparation for c… https://t.co/B9AUkW9sVx",0,0,India,"SA vs BAN: Bangladesh shocked by the defeat in Durban! Questions raised on umpiring and sledging, preparation for c… https://t.co/B9AUkW9sVx"
2022-04-05 06:10:48+00:00,KT33539742,KT,"@rsg27491678 @AmitMajmudar Bangladesh is doing fine, only Paxtan is collapsing and the reason is concept of Paxtan… https://t.co/6tTVPx8bJS",0,0,Hindustan,"@rsg27491678 @AmitMajmudar Bangladesh is doing fine, only Paxtan is collapsing and the reason is concept of Paxtan… https://t.co/6tTVPx8bJS"
2022-04-05 06:10:43+00:00,richie016_00,Richie,Google-Funded ‘Fact Check’ Team is a Handful of Indians With No Experience in Journalism in a Small Town Near Bangl… https://t.co/zi9hMYVWoN,0,0,Punjab (IN),Google-Funded ‘Fact Check’ Team is a Handful of Indians With No Experience in Journalism in a Small Town Near Bangl… https://t.co/zi9hMYVWoN
2022-04-05 06:10:37+00:00,IndiaNewsOnlin3,India News Online,World Test Championship (WTC) Points Table After South Africa’s Win Over Bangladesh In 1st Test https://t.co/Y08D6TWBVm,0,0,,World Test Championship (WTC) Points Table After South Africa’s Win Over Bangladesh In 1st Test https://t.co/Y08D6TWBVm
2022-04-05 06:10:00+00:00,UCANews,UCA News,"Bangladeshi #Catholics mourn the passing of Father Alex Rabanal, a Filipino #missionary priest lauded for his contr… https://t.co/ntGB9n9nBR",1,1,,"Bangladeshi #Catholics mourn the passing of Father Alex Rabanal, a Filipino #missionary priest lauded for his contr… https://t.co/ntGB9n9nBR"
2022-04-05 06:09:29+00:00,SameerS75721857,Sameer Sha,"https://t.co/nRnuXY3469 is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldives,… https://t.co/1OVi5WTARE",0,1,"Anantnag, Jammu & Kashmir","https://t.co/nRnuXY3469 is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldives,… https://t.co/1OVi5WTARE"
2022-04-05 06:08:32+00:00,DilbarTariq1,Dilbar Tariq,"https://t.co/3GJBWW6avh

It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldi… https://t.co/wvoYpDeWQU",0,0,,"https://t.co/3GJBWW6avh

It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldi… https://t.co/wvoYpDeWQU"
2022-04-05 06:08:22+00:00,MehakJa49176317,Mehak Jan,"https://t.co/j9r5rxuIcP

It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldi… https://t.co/6Vlowz4jB6",0,0,,"https://t.co/j9r5rxuIcP

It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldi… https://t.co/6Vlowz4jB6"
2022-04-05 06:08:22+00:00,economy_ak,Arun Kumar,@tanvi_madan ...it would have been easier to democratise it &amp; also control expansionism of #China &amp; its deadly embr… https://t.co/0xrOu0XCHR,1,1,India,@tanvi_madan ...it would have been easier to democratise it &amp; also control expansionism of #China &amp; its deadly embr… https://t.co/0xrOu0XCHR
2022-04-05 06:07:38+00:00,AeliaMeth,Älia Meth,@GhostOfSticks During all of this Will Smith-Chris Rock discourse there was a large chunk of the ice sheet of Antar… https://t.co/UyH7WJWjuD,0,0,,@GhostOfSticks During all of this Will Smith-Chris Rock discourse there was a large chunk of the ice sheet of Antar… https://t.co/UyH7WJWjuD
2022-04-05 06:07:36+00:00,Kittu9964,Kittu ॐॐॐ,"@MahuaMoitra When street goodas of West Bangladesh who hate sovereignty and peace in Bharat become MPs of Bharat, t… https://t.co/FOd2LAlqhr",0,2,"Hyderabad, India","@MahuaMoitra When street goodas of West Bangladesh who hate sovereignty and peace in Bharat become MPs of Bharat, t… https://t.co/FOd2LAlqhr"
2022-04-05 06:07:30+00:00,ForHumanity65,For Humanity,@Yasaf36068721 @ndtvindia Then go and enjoy in pakistan or Bangladesh,0,2,,@Yasaf36068721 @ndtvindia Then go and enjoy in pakistan or Bangladesh
2022-04-05 06:06:33+00:00,leftist_debater,Leftist Argument Clinic 🌹🏴☭ 🌎,"@DitchdiggerBill @mommom_dayton @ClimateHuman Churchill starved 3 million people in Bangladesh to death, more than… https://t.co/MG0MTqrrI9",0,0,unceded Algonquin territory,"@DitchdiggerBill @mommom_dayton @ClimateHuman Churchill starved 3 million people in Bangladesh to death, more than… https://t.co/MG0MTqrrI9"
2022-04-05 06:06:17+00:00,AzeranaM,Azerana Mir,"https://t.co/nedKNBsHKe

It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldi… https://t.co/mn7FkqSleT",0,0,,"https://t.co/nedKNBsHKe

It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldi… https://t.co/mn7FkqSleT"
2022-04-05 06:06:06+00:00,SlKim,Suhrya,Alla faccia dei best wishes from sunny bangladesh https://t.co/7xdQ7BpgSP,0,4,,Alla faccia dei best wishes from sunny bangladesh https://t.co/7xdQ7BpgSP
2022-04-05 06:05:48+00:00,genzcomrade,asian ancom 🏴Ⓐ (waging jihad against capitalism),Bangladesh has been committing an ACTIVE genocide and pursuit of settler colonialism in regions like Chittagong Hil… https://t.co/NZcbXlaCWe,0,4,I work for the CIA • 21,Bangladesh has been committing an ACTIVE genocide and pursuit of settler colonialism in regions like Chittagong Hil… https://t.co/NZcbXlaCWe
2022-04-05 06:05:10+00:00,UzmaAmi75808422,Uzma Amin,"https://t.co/V3ya9Mg9aA

It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldi… https://t.co/vaRwZYTpus",0,0,,"https://t.co/V3ya9Mg9aA

It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldi… https://t.co/vaRwZYTpus"
2022-04-05 06:04:05+00:00,Subhasi74993827,Subhasish Mishra,Shame on you Dhaka police. Ruthlessly assuleted a hindu women just for wearing bindi. I condemn this heinous action… https://t.co/HzYGnaX21r,0,0,,Shame on you Dhaka police. Ruthlessly assuleted a hindu women just for wearing bindi. I condemn this heinous action… https://t.co/HzYGnaX21r
2022-04-05 06:04:05+00:00,genzcomrade,asian ancom 🏴Ⓐ (waging jihad against capitalism),Not even considering ethnic groups like mine (Koch-Rajbangshis) that still get referred to as “Rangpuris” (Bengalis… https://t.co/5xZPiL9eIC,0,3,I work for the CIA • 21,Not even considering ethnic groups like mine (Koch-Rajbangshis) that still get referred to as “Rangpuris” (Bengalis… https://t.co/5xZPiL9eIC
2022-04-05 06:04:01+00:00,_lamiaferdous_,(ia) Pawpsicle⁷ Bee | Hoba's Alien,@baeofbengaltwt @kii_ImFab_bitch Wow I'm from Bangladesh,0,1,She/Her,@baeofbengaltwt @kii_ImFab_bitch Wow I'm from Bangladesh
2022-04-05 06:03:38+00:00,iSoumikSaheb,বাংলার ছেলে 🇧🇩,Mushfiqurs Toss Decision Was So Bad That Even Non Bangladesh Fans Like @cric_blog And @im_sandipan Also Were Compel… https://t.co/wWK5h0FmAI,0,3,"Dhaka, Bangladesh",Mushfiqurs Toss Decision Was So Bad That Even Non Bangladesh Fans Like @cric_blog And @im_sandipan Also Were Compel… https://t.co/wWK5h0FmAI
2022-04-05 06:03:10+00:00,DharmicFundoo,Dharmic Fundoo🚩🌺,"Dear @DrSJaishankar ji, can we have a dedicated group G10, consisting of 

• India 🇮🇳
• Brazil 🇧🇷
• Mexico 🇲🇽
• Ind… https://t.co/5eFKdWYPiC",1,0,Europe,"Dear @DrSJaishankar ji, can we have a dedicated group G10, consisting of 

• India 🇮🇳
• Brazil 🇧🇷
• Mexico 🇲🇽
• Ind… https://t.co/5eFKdWYPiC"
2022-04-05 06:02:15+00:00,genzcomrade,asian ancom 🏴Ⓐ (waging jihad against capitalism),It took 40 years for Bangladesh to legally recognize 40-45 ethnic groups as tribal indigenous and not Bengali. This… https://t.co/BG6hlOOjpo,0,3,I work for the CIA • 21,It took 40 years for Bangladesh to legally recognize 40-45 ethnic groups as tribal indigenous and not Bengali. This… https://t.co/BG6hlOOjpo
2022-04-05 06:02:07+00:00,Freakoh,Niks,"This is why we should be proud of Kohli, KL and Ashwin bullying the Proteas in their home recently

Yes we lost sad… https://t.co/6Bku1Ii1Gh",0,0,"Mumbai, India","This is why we should be proud of Kohli, KL and Ashwin bullying the Proteas in their home recently

Yes we lost sad… https://t.co/6Bku1Ii1Gh"
2022-04-05 06:02:07+00:00,KBYzaNet,The Kimberley Prospector,"Bangladesh, ICC complaint, Durban Test, umpiring, match officials, South Africa tour – Verve times https://t.co/1lJHeNaozD",0,0,"Kimberley, South Africa","Bangladesh, ICC complaint, Durban Test, umpiring, match officials, South Africa tour – Verve times https://t.co/1lJHeNaozD"
2022-04-05 06:01:59+00:00,Pakistan_ka_Aba,THE 🇮🇳BHAGAT 🕉️🚩🇮🇳,@riseupabovethe @MalkiatCol I am Pakistan. I lost Bangladesh in 1971. But still I refusee to learn lesson. So i los… https://t.co/9ySiwYyxGQ,0,1,Bharat 🕉️🚩😎☝️,@riseupabovethe @MalkiatCol I am Pakistan. I lost Bangladesh in 1971. But still I refusee to learn lesson. So i los… https://t.co/9ySiwYyxGQ
2022-04-05 06:01:57+00:00,febdonline,The Financial Express,Billing Bangladesh as an invaluable partner in ensuring a free and open Indo-Pacific region-a latest geostrategic f… https://t.co/fme8TIBtWc,0,0,"Dhaka, Bangladesh",Billing Bangladesh as an invaluable partner in ensuring a free and open Indo-Pacific region-a latest geostrategic f… https://t.co/fme8TIBtWc
2022-04-05 06:01:28+00:00,Fancricket12,Bharath Ramaraj,@iSoumikSaheb Blomfontein - best batting pitch (Test cricket) in SA. Bangladesh perhaps need a better analyst :),0,1,Bangalore,@iSoumikSaheb Blomfontein - best batting pitch (Test cricket) in SA. Bangladesh perhaps need a better analyst :)
2022-04-05 06:01:15+00:00,AutoMcCree,McCree Bot,"It's High Noon (in Bangladesh, GMT+6)",0,0,Where it's High Noon,"It's High Noon (in Bangladesh, GMT+6)"
2022-04-05 06:01:02+00:00,Monu86194627,Monu,"https://t.co/Jlk6hIcvWW

It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldi… https://t.co/i8WsE7WTAV",0,0,,"https://t.co/Jlk6hIcvWW

It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldi… https://t.co/i8WsE7WTAV"
2022-04-05 06:00:37+00:00,donimediatz,DONI MEDIA,World Test Championship (WTC) Points Table After South Africa’s Win Over Bangladesh In 1st Test https://t.co/qWtdfJZPEi,0,0,Mwanza,World Test Championship (WTC) Points Table After South Africa’s Win Over Bangladesh In 1st Test https://t.co/qWtdfJZPEi
2022-04-05 06:00:00+00:00,ac1d_apu,Apu Placid 🇧🇩,"#whatajoke 
@albd1971 #AwamiLeague has a verified #twitter account, why would they need an unverified account named… https://t.co/AHP6yyZcBJ",0,0,Bangladesh,"#whatajoke 
@albd1971 #AwamiLeague has a verified #twitter account, why would they need an unverified account named… https://t.co/AHP6yyZcBJ"
2022-04-05 06:00:00+00:00,DefenseDtb,Defense Technology of Bangladesh-DTB,Bangladesh Ordnance Factory (BOF) to produce new hand grenades based on Arges-84. Recently BOF asked for Expression… https://t.co/u8KAVFrEgC,0,8,,Bangladesh Ordnance Factory (BOF) to produce new hand grenades based on Arges-84. Recently BOF asked for Expression… https://t.co/u8KAVFrEgC
2022-04-05 05:59:58+00:00,genzcomrade,asian ancom 🏴Ⓐ (waging jihad against capitalism),Bengali ethno-nationalists really been up my ass the last few days and so I just wanted to remind everyone that the… https://t.co/hjcTzjs05g,1,3,I work for the CIA • 21,Bengali ethno-nationalists really been up my ass the last few days and so I just wanted to remind everyone that the… https://t.co/hjcTzjs05g
2022-04-05 05:59:57+00:00,Tricolour_First,भारतीय /인도 사람 / הוֹדִי,"@sakib_39 @rap78771486 @dilipghosh68 @PraveenIN12345 @taslimanasreen If we gone play article article 
Here is ur re… https://t.co/e2toIJdDwV",0,0," MOTHER OF DEMOCRACY , INDIA","@sakib_39 @rap78771486 @dilipghosh68 @PraveenIN12345 @taslimanasreen If we gone play article article 
Here is ur re… https://t.co/e2toIJdDwV"
2022-04-05 05:59:41+00:00,febdonline,The Financial Express,Market operators said the investors remained cautious and reluctant to make fresh investments in stocks amid the on… https://t.co/9HJe4VLpm5,0,0,"Dhaka, Bangladesh",Market operators said the investors remained cautious and reluctant to make fresh investments in stocks amid the on… https://t.co/9HJe4VLpm5
2022-04-05 05:59:27+00:00,Iman46821298,Iman,"https://t.co/MKTtOxXuDI

It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldi… https://t.co/AsmePJYtzz",0,0,,"https://t.co/MKTtOxXuDI

It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldi… https://t.co/AsmePJYtzz"
2022-04-05 05:59:22+00:00,toisports,TOI Sports,"#ENGvNZ 

Coach Stead hopeful of #Williamson's return for #England Tests 🏏

#KaneWilliamson missed home series agai… https://t.co/G7taBI5xDy",0,3,"New Delhi, India","#ENGvNZ 

Coach Stead hopeful of #Williamson's return for #England Tests 🏏

#KaneWilliamson missed home series agai… https://t.co/G7taBI5xDy"
2022-04-05 05:59:16+00:00,vaibhavvabs,वैभव द्विवेदी🇮🇳🕉️💯%जय श्री राम,"To protect Mahatma Gandhi from the muslim extremists.
Place : Naogaon,  Bangladesh https://t.co/qv75TmpTmK",1,7,,"To protect Mahatma Gandhi from the muslim extremists.
Place : Naogaon,  Bangladesh https://t.co/qv75TmpTmK"
2022-04-05 05:59:07+00:00,wwwcurrentnews1,www.currentnewstv.com,World Test Championship (WTC) Points Table After South Africa’s Win Over Bangladesh In 1st Test | Cricket News https://t.co/n7ZRlfz4tF,0,0,India,World Test Championship (WTC) Points Table After South Africa’s Win Over Bangladesh In 1st Test | Cricket News https://t.co/n7ZRlfz4tF
2022-04-05 05:58:58+00:00,IqraAnw59598345,Iqra Anwar,"https://t.co/lxJpkH5S0I

It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldi… https://t.co/w5Tz6xmyrJ",0,0,,"https://t.co/lxJpkH5S0I

It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldi… https://t.co/w5Tz6xmyrJ"
2022-04-05 05:58:41+00:00,katetlay,Khaleel Tetlay,@MaryamShKhan That should be given. No doubt about that. West Pakistani elite treated East Pakistan like East India… https://t.co/6Zzva7d9v7,0,1,Pakistan,@MaryamShKhan That should be given. No doubt about that. West Pakistani elite treated East Pakistan like East India… https://t.co/6Zzva7d9v7
2022-04-05 05:58:25+00:00,teejval,theo valentine,"Are we that kak, that we celebrate a victory over Bangladesh? like we just won a World cup?

Five takeaways from SA… https://t.co/1cHkbBlh5i",0,0,,"Are we that kak, that we celebrate a victory over Bangladesh? like we just won a World cup?

Five takeaways from SA… https://t.co/1cHkbBlh5i"
2022-04-05 05:58:17+00:00,RubabSsm,Ssm Rubab,@CryptoClash1 @AxlToken How do you plan to spread awareness about your project in countries/regions where English i… https://t.co/kx47DpueXo,0,0,,@CryptoClash1 @AxlToken How do you plan to spread awareness about your project in countries/regions where English i… https://t.co/kx47DpueXo
2022-04-05 05:58:14+00:00,Mustafa_O_Turan,Mustafa Osman Turan,We @TCDakkaBE🇹🇷 are happy to support @YOpportunities for the #calligraphy competition in #Bangladesh🇧🇩 during… https://t.co/OVSViss7wF,0,3,"Dhaka, Bangladesh",We @TCDakkaBE🇹🇷 are happy to support @YOpportunities for the #calligraphy competition in #Bangladesh🇧🇩 during… https://t.co/OVSViss7wF
2022-04-05 05:58:13+00:00,Amirul1971,Sheikh Amirul Islam 🇧🇩আবুল লেইছ,"""Another name of #water is life, it's important to preserve this resource. We have taken plans to increase the use… https://t.co/0kBnxXhZoD",0,1,"London, UK","""Another name of #water is life, it's important to preserve this resource. We have taken plans to increase the use… https://t.co/0kBnxXhZoD"
2022-04-05 05:57:44+00:00,monasportstv2,MONA Sports TV,"South Africa vs Bangladesh | 1st Test
#cricket #SAvBAN #Khaled #Mehidy #Elgar 
#Ebadot #Joy #Williams #Harmer… https://t.co/qB98epPWrs",0,0,Dhaka,"South Africa vs Bangladesh | 1st Test
#cricket #SAvBAN #Khaled #Mehidy #Elgar 
#Ebadot #Joy #Williams #Harmer… https://t.co/qB98epPWrs"
2022-04-05 05:57:36+00:00,Sportskeeda,Sportskeeda,"According to reports, Bangladesh Cricket Board is set to lodge an official complaint against uncontrolled sledging,… https://t.co/fLgLfcaDFZ",0,16,,"According to reports, Bangladesh Cricket Board is set to lodge an official complaint against uncontrolled sledging,… https://t.co/fLgLfcaDFZ"
