date,Post,media,datetime,desc,link,img
4 hours ago,"Bangladesh: Population Movement Operation Update Report, Emergency Appeal n° MDRBD018 (EPoA Update n° 13) - Bangladesh",,2022-04-06 06:53:44.566481,bookmark_border,news.google.com/./articles/CAIiENj51ftOjVx_04vWxvejovgqGQgEKhAIACoHCAow4OH9CjCg6_UCMMiouwY?uo=CAUic2h0dHBzOi8vcmVsaWVmd2ViLmludC9yZXBvcnQvYmFuZ2xhZGVzaC9iYW5nbGFkZXNoLXBvcHVsYXRpb24tbW92ZW1lbnQtb3BlcmF0aW9uLXVwZGF0ZS1yZXBvcnQtZW1lcmdlbmN5LWFwcGVhbC1uLTHSAQA&hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/FbJPXtTY0kgAyQ-jJC6v-wYGR5g0vjG_EJ3HLMzFjQ44mV6EHB_Pld0xig9Uwf1wqDNMlgM2DTVtG8qLdPZdFFN_-WyUISgZDs7fX7LCVHkNBB_NxHX2exIygES22TbKuBgNolxspwhN2iXBCzUyHN1vV1Sf5S6NeEmtcISBtbE1CoHPwRJn82CV4KCN35AliAatJ7MV_hFPsMcVMaEA61lcJoJ-gU9M4g=s0-w100-h100-dcCROOxMYE
3 days ago,Kissinger who called Bangladesh 'basket case' says US role in 1971 was a 'misjudgment',,2022-04-03 10:53:44.567054,bookmark_border,news.google.com/./articles/CAIiEEtnT1GHjiIj8qbMO-qD7WYqMwgEKioIACIQJbve6wuK-o8JJ5BGxJS9FCoUCAoiECW73usLivqPCSeQRsSUvRQwyej7Bg?uo=CAUihwFodHRwczovL3d3dy50aGVkYWlseXN0YXIubmV0L25ld3MvYmFuZ2xhZGVzaC9uZXdzL2tpc3Npbmdlci13aG8tY2FsbGVkLWJhbmdsYWRlc2gtYmFza2V0LWNhc2Utc2F5cy11cy1yb2xlLTE5NzEtd2FzLW1pc2p1ZGdtZW50LTI5OTcxMjHSAQA&hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/ptgoeDZP580hOHfSgwRwIMZc5CeyPs6FbQf3AerWhVZr4RZP9T2YxY7p2aV_FbkYhK_Dz1uC87uq7A4bnNex462FdZgPJIdZtNTes9MwrIKl_oBErZ-Np6wOFQE276d9G2Li1aQZmz-EJsYYOYDemdP3LwDv__vlsTI0F4dFPCD9PV2Q6xs3wXx_jLoBW5fRiUsvUnVKySr_mZrikCPUX1IU0p1EuizN5uUYhgYvR2W4wYFsgc2q2H-jBEn4zlV16LUiJ14=s0-w100-h100-dcQXKO9LAG
Mar 29,Bangladesh shuts school in Rohingya camp set up by slain leader,,,bookmark_border,news.google.com/./articles/CAIiEPXBuP_Vf0_uwVQGPizqjr0qFQgEKgwIACoFCAowhgIwkDgwsPqTBw?uo=CAUiaGh0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vbmV3cy8yMDIyLzMvMjkvYmFuZ2xhZGVzaC1zaHV0cy1zY2hvb2wtaW4tcm9oaW5neWEtY2FtcC1zZXQtdXAtYnktc2xhaW4tbGVhZGVy0gEA&hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/XLgi-u3LC_P_A3S_BoLrQ4ClkiJ6AKI1DaKyrosljhczyga6P2Vfuo8Cu1tvD4Eg25B-46OqyS4LEMBJdVvBu8_y1kKPI83xVeBeDu8kBFdT_TiSKpDXkxX7wYllC0H2VUZkbdVYfLo4GLQWBN4jH_x4sdh8og=s0-w100-h100-dcCWKSLannmSwC
10 hours ago,Bangladesh calls on US to reconsider sanctions against elite police force,,2022-04-06 00:53:44.568114,bookmark_border,news.google.com/./articles/CBMicWh0dHBzOi8vd3d3LmtobWVydGltZXNraC5jb20vNTAxMDUzNzg0L2JhbmdsYWRlc2gtY2FsbHMtb24tdXMtdG8tcmVjb25zaWRlci1zYW5jdGlvbnMtYWdhaW5zdC1lbGl0ZS1wb2xpY2UtZm9yY2Uv0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/1YaEszfihJBn-6ZxMmbF1wLCrNLR2DTeaBIVRh7aEyb3QLwh-AnR-Mi9xUWEebe4JS9p4qio9epOspbn7UusoFIUAj4OShARge0P5SLEIN-11ZxsrhaV83HYNg=s0-w100-h100-dcqWaGDCoH
Mar 30,Bangladesh: Indigenous Activist Dies in Military Custody,,,bookmark_border,news.google.com/./articles/CBMiWGh0dHBzOi8vd3d3Lmhydy5vcmcvbmV3cy8yMDIyLzAzLzMwL2JhbmdsYWRlc2gtaW5kaWdlbm91cy1hY3RpdmlzdC1kaWVzLW1pbGl0YXJ5LWN1c3RvZHnSAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/JOFMWeIUv5mu2AeY6MXpqAj-NTaujNIQHq2TdeHI9NlAHKxMvclxDzRyf1zzq99pPfRIRyMjNqHa7baBaMleaS3TAv6HlEz_M2tzFRUqr9nTnsVWGdIjKKbXQdgCKhPIt9Ekl6VEa2oZOsEHfyPGYOZ8kkgxUuLpP3nTnSKvseXD49xg5sj2perPJe_nANg9udv-ynGuhkF0GLHu7pDX3w=s0-w100-h100-dcDVCKCTzlkStawUU
2 days ago,France wants Bangladesh in Covax-like global food alliance,,2022-04-04 10:53:44.569171,bookmark_border,news.google.com/./articles/CAIiEIa-eiuxO6ddhwnQm0BXIZsqGQgEKhAIACoHCAowiK-VCzDZkqsDMPqEhwc?uo=CAUiWWh0dHBzOi8vd3d3LnRic25ld3MubmV0L2Vjb25vbXkvZnJhbmNlLXdhbnRzLWJhbmdsYWRlc2gtY292YXgtZ2xvYmFsLWZvb2QtYWxsaWFuY2UtMzk3Mzgy0gEA&hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/L8zTNDcQLdOPHb0Ptz3W_3cE7CyMw-Y4K4fJdUeV8LZdgxFNTj14AJXW0yxoxiu7xVhYhB49xcMFnwZ43tvfnzdz1NKUqbJ49XD5m0KZVLlihu8v3l6O1IWPuyxZrrvd1F8iw77FICLs_IPYq15B5yWbV1qvkCEDQBFAQASCQo5Y00kcYAw8V2X9nchpIwuTAwXeXVeaGlUriLkR8msdb6Ijj8U4t_S9-GqSfXNj9b6q6gto=s0-w100-h100-dcjQGIzQEI
Mar 30,Bangladesh town offers new life to climate migrants,,,bookmark_border,news.google.com/./articles/CBMic2h0dHBzOi8vd3d3LnVzYXRvZGF5LmNvbS92aWRlb3MvbmV3cy9uYXRpb24vMjAyMi8wMy8zMC9iYW5nbGFkZXNoLXRvd24tb2ZmZXJzLW5ldy1saWZlLWNsaW1hdGUtbWlncmFudHMvNzIxNTU3MzAwMS_SAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/ZZpjrEyZJO3MqdufpTbRoxyJdHeOmhP4XY-aU5MnkYjGZsTujEq7wjyYMPQ2HyiXaP1B0JWKlAVjUafmJWG4BFvh7-uwASC_sY0bNlWYNQnwOAgSuNZRvZD0XFfohO0O5gbz1hifYcS1A2vus3O2asouNZT4LS4Zv_UbbRC3ouoo_jFoNSUcuAb7IH3dXONi9li37SS_S1NNM375mpGC13rBoAJWwrMzBtTNbT7iQLrFvPN3tTW5Bqqbukh5Hg5reS6nUHaB8BR5sjbs7ae2alawV-PNIubQNp5a6_8fAvgqMNen=s0-w100-h100-dcJQCArgniTFjYpLg
6 days ago,Oregon Guard supports Bangladesh Tiger Lightning 22 exercise | Article | The United States Army,,2022-03-31 10:53:44.570239,bookmark_border,news.google.com/./articles/CBMiYGh0dHBzOi8vd3d3LmFybXkubWlsL2FydGljbGUvMjU1MjA1L29yZWdvbl9ndWFyZF9zdXBwb3J0c19iYW5nbGFkZXNoX3RpZ2VyX2xpZ2h0bmluZ18yMl9leGVyY2lzZdIBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/dx-116sMagqkH0tYGMEOlROO8DgPteFr8Gi_MEuU1Hscls3LKJEwvmZiZ6PV26uh7oYwKL_FOC3dIQnVHpZ2vsO3_ozi5qVTL6_-jy_7VLC8cMTTyAspV2-Ifz8=s0-w100-h100-dcAWCQYywH
5 days ago,Celebrating a Decade of Midwifery in Bangladesh - Bangladesh,,2022-04-01 10:53:44.570785,Celebrating a Decade of Midwifery in Bangladesh - Bangladesh | ReliefWeb,news.google.com/./articles/CAIiEHIKtai-4RKmk0IGh-rKPLkqGQgEKhAIACoHCAow4OH9CjCg6_UCMJ-42gU?uo=CAUiT2h0dHBzOi8vcmVsaWVmd2ViLmludC9yZXBvcnQvYmFuZ2xhZGVzaC9jZWxlYnJhdGluZy1kZWNhZGUtbWlkd2lmZXJ5LWJhbmdsYWRlc2jSAQA&hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/2UAJr14-2xTP-L_MUTjlDttBVRStJIjO783nJ3V62sQ1XZ77HOsbIRwInLEDAx12dNuEu7y4nH6qIjrP0wnJ=s0-w100-h100-p-df
17 hours ago,AOV Bangladesh hosts AIC SA Qualifiers with Tk75 lakh Prize Pool,,2022-04-05 17:53:44.571323,bookmark_border,news.google.com/./articles/CBMiaGh0dHBzOi8vd3d3Lm5ld2FnZWJkLm5ldC9hcnRpY2xlLzE2NzMwNS9hb3YtYmFuZ2xhZGVzaC1ob3N0cy1haWMtc2EtcXVhbGlmaWVycy13aXRoLXRrNzUtbGFraC1wcml6ZS1wb29s0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/0hh-ZbQRTGIgq9HzceEjMtmS1YgPHQa5RPE_zvFMsl3bcQdz7j6GSb-hYhtWo7FKCjx5h5AaZogZ6h9p6FXUk-WA4MY64mfj73CdVSYtWXsPKxTIzFQfqg0hvNg=s0-w100-h100-dcDUCOTi0H
3 days ago,Cricket-Late strikes by S.Africa's Maharaj hurt Bangladesh in 274 run chase,,2022-04-03 10:53:44.571863,bookmark_border,news.google.com/./articles/CBMiamh0dHBzOi8vd3d3Lm5hc2RhcS5jb20vYXJ0aWNsZXMvY3JpY2tldC1sYXRlLXN0cmlrZXMtYnktcy5hZnJpY2FzLW1haGFyYWotaHVydC1iYW5nbGFkZXNoLWluLTI3NC1ydW4tY2hhc2XSAW5odHRwczovL3d3dy5uYXNkYXEuY29tL2FydGljbGVzL2NyaWNrZXQtbGF0ZS1zdHJpa2VzLWJ5LXMuYWZyaWNhcy1tYWhhcmFqLWh1cnQtYmFuZ2xhZGVzaC1pbi0yNzQtcnVuLWNoYXNlP2FtcA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/8-IeGXW2Twvt8t2x7eNCpnzu4PTz6t773dtZVsHMurR8scxrSMjMriC_Tu16L_T6PCIEq8VPq9WjNkNZJz_QmppgWJRBXX9g1mswsRJZoHxYl2OpfMDUQsZJqBmPJKla-hrtzPAh830r44hfsQ2vxbiPu0UoEPvdh5sEYKKEEFoO70GEwBnDelkdu7f6sgBBtK9fIaT8Jo65ThoQHPaEVtRpBAZNzLxHiIqqlTjnjbkzVtv6iBfMK_uWrakuFlrwL-pOSA=s0-w100-h100-dcJSOOMpUJ
2 days ago,AC Energy to invest in PV in Bangladesh – pv magazine International,,2022-04-04 10:53:44.572409,bookmark_border,news.google.com/./articles/CBMiT2h0dHBzOi8vd3d3LnB2LW1hZ2F6aW5lLmNvbS8yMDIyLzA0LzA0L2FjLWVuZXJneS10by1pbnZlc3QtaW4tcHYtaW4tYmFuZ2xhZGVzaC_SAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/iw796GjeXJhBXfvZkIxOKV49LaMHek-pFrhqSw58yfga2iSFfAXPPSGCiV0H_d-Qk61KEC7sJuKkr_3T99la7cYD7hN7vF9pDqSSdXix_oUSmR-5Nv0M6ICRqB9Avneh3Yl-tp44LXcxypBgI9IZBruOvs-0c8QNf5kg-Hka5LU=s0-w100-h100-dcgZCAgcXioHsA
Mar 30,Bangladesh in economic turmoil over soaring commodity prices,,,bookmark_border,news.google.com/./articles/CBMibWh0dHBzOi8vaW5kaWFuZXhwcmVzcy5jb20vYXJ0aWNsZS93b3JsZC9iYW5nbGFkZXNoLWluLWVjb25vbWljLXR1cm1vaWwtb3Zlci1zb2FyaW5nLWNvbW1vZGl0eS1wcmljZXMtNzg0NDE4OS_SAXJodHRwczovL2luZGlhbmV4cHJlc3MuY29tL2FydGljbGUvd29ybGQvYmFuZ2xhZGVzaC1pbi1lY29ub21pYy10dXJtb2lsLW92ZXItc29hcmluZy1jb21tb2RpdHktcHJpY2VzLTc4NDQxODkvbGl0ZS8?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/By31vg9iaDRvd-6t6S01fCMeo-JlvFuvVRFPEEzGUKdSLW8pdzO-7LrH10l6ALHx9_O9BNIQx-MeEWVGAMoUR0CACbe_xj_5Wy4FdgXbDmoCtS65=s0-w100-h100-dcHSCGzxSqPNQA
17 hours ago,"Bangladesh logs only 36 new Covid cases, zero death",,2022-04-05 17:53:44.573468,bookmark_border,news.google.com/./articles/CBMiWmh0dHBzOi8vd3d3Lm5ld2FnZWJkLm5ldC9hcnRpY2xlLzE2NzMwOC9iYW5nbGFkZXNoLWxvZ3Mtb25seS0zNi1uZXctY292aWQtY2FzZXMtemVyby1kZWF0aNIBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/sXU3bFlhQIMRk_VkjVHd5jCRFfce7a361UpSkhlXfjHJVshz4V-e-vgdjVw2QOEOxp1-a1Q6bmwN9AhIglVTmxrTrF3zWtqOYSZjzMJOr_hjgA04FjeuMeoGepQ=s0-w100-h100-dcEVKO8yAI
4 days ago,Bangladesh earns respect from the world and respects others: Ambassador of Bangladesh,,2022-04-02 10:53:44.574011,bookmark_border,news.google.com/./articles/CAIiEE3tEvAe12T3MAMbqBSjXGwqMwgEKioIACIQX9G12rtgNeMCOiDNO_ovfSoUCAoiEF_Rtdq7YDXjAjogzTv6L30whvCRBw?uo=CAUiiwFodHRwczovL3d3dy5ldXJlcG9ydGVyLmNvL3dvcmxkL2JhbmdsYWRlc2gvMjAyMi8wNC8wMi9iYW5nbGFkZXNoLWVhcm5zLXJlc3BlY3QtZnJvbS10aGUtd29ybGQtYW5kLXJlc3BlY3RzLW90aGVycy1hbWJhc3NhZG9yLW9mLWJhbmdsYWRlc2gv0gEA&hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/Ws71dT0KY121Z6Q_N6ztmYU2_axR6BVFp0HDpBNOhxF5QJwOnxv11r5wrBtdoxozPTrN6LDFI7phyg0aeidn9mOFWjZJARb0Iu1_2mqJfib7zcviOorGdvuOFp9d=s0-w100-h100-dcAUOYMRkqmWkC
Yesterday,Bangladesh: Constable harassing woman for wearing bindi identified and charged,,,bookmark_border,news.google.com/./articles/CBMic2h0dHBzOi8vd3d3Lndpb25ld3MuY29tL3ZpZGVvcy9iYW5nbGFkZXNoLWNvbnN0YWJsZS1oYXJhc3Npbmctd29tYW4tZm9yLXdlYXJpbmctYmluZGktaWRlbnRpZmllZC1hbmQtY2hhcmdlZC00Njg0MjfSAXdodHRwczovL3d3dy53aW9uZXdzLmNvbS92aWRlb3MvYmFuZ2xhZGVzaC1jb25zdGFibGUtaGFyYXNzaW5nLXdvbWFuLWZvci13ZWFyaW5nLWJpbmRpLWlkZW50aWZpZWQtYW5kLWNoYXJnZWQtNDY4NDI3L2FtcA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/otL9tGPeksfPt_emzyJ19i9tQ5g2TVQOKlgaidBj6Qla3sUTdVHLSOgXSvMFlWM7XMwK0vuJegEQ79mFjj3fTknwRIseSDiblAtTW_Un7EqcoDVfDqMbvLI3nfMqFYb5-0tTOJSc8M6bLEgiXB1RkVV2vHGwdyJ5rGfpJ-Fx8mH6Ah5crOurkcyahYm1Qy9tam6YSWyVRRlAiw=s0-w100-h100-dcBZCKDkHloc4B
4 days ago,Family of slain Rohingya leader leaves Bangladesh for Canada,,2022-04-02 10:53:44.575083,bookmark_border,news.google.com/./articles/CAIiEAlV_2UNJcJyBkiyuSYujfoqFwgEKg8IACoHCAowi_GAAjC7rhcw0-Ir?uo=CAUiV2h0dHBzOi8vd3d3LnJmYS5vcmcvZW5nbGlzaC9uZXdzL215YW5tYXIvYmFuZ2xhZGVzaC1yb2hpbmd5YS1jYW5hZGEtMDQwMTIwMjIxNjIzMzIuaHRtbNIBAA&hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/sD6mdeCVOS6XCFMuHyYsaYyjEJPZF_RzT6nEphWzqbovVYdyJKJJ5OB5bt5l4L-tKMcNBsDK3NhQlOzKeJ3PJlGpd9QZN8vJSwEcBGp2DvIB-vHjacQtjTGUNCljitZ2uuyzPgqhJjWuGvbD8MmqfMh7XDovPtFD0xxO_hhxBttJ=s0-w100-h100-dcAVCUCaqoLWoC
2 days ago,Favourite fabric of Mughal Empress Nur Jahan is being recreated in Bangladesh,,2022-04-04 10:53:44.575621,bookmark_border,news.google.com/./articles/CAIiEK14dQQ7Rk0STSkWGuvQoo4qGQgEKhAIACoHCAow1_CFCzDqpIMDMLGU3gY?uo=CAUibWh0dHBzOi8vd3d3LnNpYXNhdC5jb20vZmF2b3VyaXRlLWZhYnJpYy1vZi1tdWdoYWwtZW1wcmVzcy1udXItamFoYW4taXMtYmVpbmctcmVjcmVhdGVkLWluLWJhbmdsYWRlc2gtMjMwMjY4NC_SAQA&hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/g83oWiOB0lZM2LayRxLMIsk1BvLtpOcZsm9nO5PZRrnNp12UqXLhHAc6auUNlvkU39Kc73v7umUyDVfXBKP8lJhpx3ztgl3Mn_hR1IDcoxUToBYhnsSW=s0-w100-h100-dcKROYTqEH
